t,x,y,z
5,2.22222,3.33333,-0.00195051
5,2.22222,3.88889,-0.00154459
5,2.22222,4.44444,-0.00122314
5,2.22222,5,-0.000968595
5,2.77778,0,-0.0899906
5,2.77778,0.555556,-0.0712626
5,2.77778,1.11111,-0.0564321
5,2.77778,1.66667,-0.044688
5,2.77778,2.22222,-0.035388
5,2.77778,2.77778,-0.0280234
5,2.77778,3.33333,-0.0221914
5,2.77778,3.88889,-0.0175731
5,2.77778,4.44444,-0.013916
5,2.77778,5,-0.0110199
5,3.33333,0,-0.0720466
5,3.33333,0.555556,-0.057053
5,3.33333,1.11111,-0.0451797
5,3.33333,1.66667,-0.0357773
5,3.33333,2.22222,-0.0283317
5,3.33333,2.77778,-0.0224356
5,3.33333,3.33333,-0.0177665
5,3.33333,3.88889,-0.0140691
5,3.33333,4.44444,-0.0111412
5,3.33333,5,-0.00882257
5,3.88889,0,-0.00521958
5,3.88889,0.555556,-0.00413333
5,3.88889,1.11111,-0.00327314
5,3.88889,1.66667,-0.00259196
5,3.88889,2.22222,-0.00205255
5,3.88889,2.77778,-0.00162539
5,3.88889,3.33333,-0.00128713
5,3.88889,3.88889,-0.00101927
5,3.88889,4.44444,-0.000807146
5,3.88889,5,-0.000639171
5,4.44444,0,0.0407132
5,4.44444,0.555556,0.0322403
5,4.44444,1.11111,0.0255308
5,4.44444,1.66667,0.0202176
5,4.44444,2.22222,0.0160101
5,4.44444,2.77778,0.0126782
5,4.44444,3.33333,0.0100397
5,4.44444,3.88889,0.00795037
5,4.44444,4.44444,0.00629581
5,4.44444,5,0.00498559
5,5,0,0.0381122
5,5,0.555556,0.0301806
5,5,1.11111,0.0238997
5,5,1.66667,0.018926
5,5,2.22222,0.0149873
5,5,2.77778,0.0118683
5,5,3.33333,0.00939835
5,5,3.88889,0.00744245
5,5,4.44444,0.0058936
5,5,5,0.00466708
6,0,0,-0.253638
6,0,0.555556,-0.200853
6,0,1.11111,-0.159053
6,0,1.66667,-0.125953
6,0,2.22222,-0.0997406
6,0,2.77778,-0.0789835
6,0,3.33333,-0.0625462
6,0,3.88889,-0.0495297
6,0,4.44444,-0.0392221
6,0,5,-0.0310595
6,0.555556,0,-0.0563347
6,0.555556,0.555556,-0.0446109
6,0.555556,1.11111,-0.0353269
6,0.555556,1.66667,-0.027975
6,0.555556,2.22222,-0.0221531
6,0.555556,2.77778,-0.0175428
6,0.555556,3.33333,-0.013892
6,0.555556,3.88889,-0.0110009
6,0.555556,4.44444,-0.0087115
6,0.555556,5,-0.00689855
6,1.11111,0,0.110847
6,1.11111,0.555556,0.0877783
6,1.11111,1.11111,0.0695107
6,1.11111,1.66667,0.0550448
6,1.11111,2.22222,0.0435894
6,1.11111,2.77778,0.034518
6,1.11111,3.33333,0.0273344
6,1.11111,3.88889,0.0216459
6,1.11111,4.44444,0.0171411
6,1.11111,5,0.0135739
